Student_ID,Registration_No,Gender,Age,Course,Semester,Section,Total_Classes,Classes_Attended,Attendance_Percentage,Previous_Semester_GPA,Current_CGPA,Assignment_1,Assignment_2,Avg_Assignment_Score,Avg_Tutorial_Score,Avg_Pop_Quiz,Avg_Lab_Score,Mid_Term_Assessment,Final_Term_Assessment,Capstone_Project_Marks,Study_Habits,Disciplinary_Record,Internship_Status,Teacher_Remarks,Extracurricular_Feedback,Final_Obtained_Score,Student_Grade_Band
S-11849,REG-2026-2849,F,23,BS Software Eng,8,S3,50,47,94.0,3.6,3.68,81,93,87.0,99,93,85,89.0,86,99,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Active club president,89.6,Excellent
S-11850,REG-2026-2850,F,21,BS AI,7,S3,50,35,70.0,2.89,2.85,62,55,58.5,60,77,55,69.0,58,59,Occasional studier,Warning,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,62.5,Average
S-11851,REG-2026-2851,M,23,BS Computer Science,4,S1,50,35,71.0,2.52,2.76,75,58,66.5,72,64,59,56.0,58,68,Occasional studier,Warning,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,61.55,Average
S-11852,REG-2026-2852,M,25,BS AI,8,S3,50,49,99.0,3.63,3.92,97,83,90.0,83,93,85,86.0,82,89,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,86.75,Excellent
S-11853,REG-2026-2853,M,18,BS Data Science,3,S3,50,34,68.0,2.9,2.67,56,55,55.5,72,60,63,77.0,60,61,Needs some guidance,Good,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,64.5,Average
S-11854,REG-2026-2854,F,18,BS Computer Science,8,S2,50,37,74.0,3.41,2.91,64,71,67.5,57,76,60,78.0,68,78,Needs some guidance,Good,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,70.3,Good
S-11855,REG-2026-2855,M,19,BS Data Science,1,S3,50,35,71.0,3.07,3.17,64,65,64.5,63,55,57,56.0,68,63,Needs some guidance,Good,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,61.7,Average
S-11856,REG-2026-2856,F,19,BS Computer Science,4,S1,50,38,76.0,2.95,3.25,62,66,64.0,67,61,66,69.0,70,67,Last-minute crammer,Good,Not Started,No feedback provided,Participates occasionally,67.55,Good
S-11857,REG-2026-2857,M,18,BS Data Science,7,S1,50,48,96.0,3.71,3.43,99,82,90.5,92,91,88,87.0,92,88,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,89.95,Excellent
S-11858,REG-2026-2858,M,19,BS Data Science,3,S2,50,16,32.0,2.07,2.91,41,32,36.5,23,25,51,27.0,31,27,Rarely studies,Warning,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,32.4,Poor
S-11859,REG-2026-2859,F,23,BS Software Eng,8,S3,50,22,44.0,1.69,1.76,31,49,40.0,48,32,47,32.0,32,32,Rarely studies,Probation,Not Started,Lacks fundamental understanding of the subject matter.,No interest,36.45,Poor
S-11860,REG-2026-2860,F,25,BS Computer Science,1,S3,50,36,73.0,3.1,2.96,57,57,57.0,55,66,72,62.0,60,67,Last-minute crammer,Warning,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,63.6,Average
S-11861,REG-2026-2861,F,21,BS Info Tech,6,S2,50,34,72.69,3.05,3.23,64,67,65.5,77,56,58,65.0,70,72,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,65.8,Good
S-11862,REG-2026-2862,F,23,BS AI,6,S2,50,41,82.0,2.96,3.05,61,75,68.0,71,70,58,56.0,62,73,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,64.15,Average
S-11863,REG-2026-2863,M,22,BS AI,4,S1,50,24,48.0,2.39,2.4,34,45,39.5,22,42,31,22.0,39,52,Last-minute crammer,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,No interest,35.65,Poor
S-11864,REG-2026-2864,M,21,BS Info Tech,6,S1,50,27,55.0,1.58,1.73,24,40,32.0,35,32,33,28.0,47,40,Needs constant monitoring,Probation,Not Started,Lacks fundamental understanding of the subject matter.,No interest,37.2,Poor
S-11865,REG-2026-2865,M,25,BS Computer Science,3,S3,50,25,51.0,1.18,1.43,36,53,44.5,29,27,41,36.0,34,44,Last-minute crammer,Needs Improvement,Not Started,"Needs urgent improvement, counseling recommended.",No interest,37.4,Poor
S-11866,REG-2026-2866,M,25,BS AI,3,S1,50,18,37.0,1.61,1.73,31,53,42.0,34,42,29,43.0,50,29,Last-minute crammer,Probation,Not Started,Frequently misses deadlines and lacks motivation.,No interest,40.3,Poor
S-11867,REG-2026-2867,M,23,BS AI,3,S3,50,41,83.0,2.68,2.93,66,65,65.5,58,75,66,59.0,73,60,Last-minute crammer,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,67.05,Good
S-11868,REG-2026-2868,M,21,BS Info Tech,1,S2,50,35,71.0,3.39,3.31,59,59,59.0,59,66,64,74.0,61,55,Needs some guidance,Warning,Not Started,Good effort but needs more consistency in assignments.,Average sports player,64.15,Average
S-11869,REG-2026-2869,M,20,BS AI,4,S2,50,30,60.0,1.23,1.24,32,49,40.5,20,49,38,21.0,25,25,Last-minute crammer,Needs Improvement,Not Started,Frequently misses deadlines and lacks motivation.,Shy and inactive,31.6,Poor
S-11870,REG-2026-2870,F,23,BS Info Tech,5,S2,50,42,85.0,3.98,3.99,93,96,94.5,85,96,83,91.0,93,91,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,90.55,Excellent
S-11871,REG-2026-2871,F,19,BS Computer Science,1,S3,50,28,58.0,1.17,1.02,24,49,36.5,30,47,39,24.0,23,33,Needs constant monitoring,Probation,Not Started,Frequently misses deadlines and lacks motivation.,No interest,32.45,Poor
S-11872,REG-2026-2872,F,22,BS Data Science,5,S2,50,33,66.0,2.95,3.12,56,74,65.0,74,59,56,72.0,77,66,Last-minute crammer,Good,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,68.05,Good
S-11873,REG-2026-2873,F,25,BS AI,4,S1,50,35,70.0,3.04,2.91,62,61,61.5,70,61,77,63.0,63,74,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,66.55,Good
S-11874,REG-2026-2874,M,25,BS Data Science,8,S2,50,41,82.0,2.7,2.92,71,63,67.0,75,60,68,61.0,76,73,Last-minute crammer,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,69.25,Good
S-11875,REG-2026-2875,F,25,BS Software Eng,6,S1,50,18,37.0,1.03,1.3,44,21,32.5,37,32,27,22.0,42,40,Rarely studies,Warning,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,33.1,Poor
S-11876,REG-2026-2876,M,21,BS Software Eng,2,S2,50,24,48.0,1.49,1.77,53,37,45.0,24,33,33,45.0,40,21,Needs constant monitoring,Probation,Not Started,Frequently misses deadlines and lacks motivation.,Struggles to participate,37.45,Poor
S-11877,REG-2026-2877,F,23,BS Computer Science,8,S3,50,36,73.0,2.94,2.73,69,59,64.0,75,70,71,71.0,64,76,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,69.25,Good
S-11878,REG-2026-2878,M,20,BS AI,7,S1,50,38,77.0,3.19,3.15,68,57,62.5,74,65,71,64.0,69,60,Last-minute crammer,Warning,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,67.0,Good
S-11879,REG-2026-2879,F,23,BS Data Science,5,S1,50,45,91.0,4.0,3.71,83,98,90.5,95,91,99,85.0,93,81,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,90.65,Excellent
S-11880,REG-2026-2880,M,19,BS Info Tech,7,S3,50,35,70.0,3.45,3.31,77,66,71.5,71,78,77,63.0,63,76,Last-minute crammer,Warning,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,69.5,Good
S-11881,REG-2026-2881,F,25,BS AI,8,S2,50,35,71.0,3.24,3.17,62,56,59.0,69,70,61,61.0,77,76,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,68.1,Good
S-11882,REG-2026-2882,M,20,BS Software Eng,1,S3,50,35,70.0,3.42,3.44,56,62,59.0,58,69,55,74.0,70,71,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,66.85,Good
S-11883,REG-2026-2883,M,19,BS Software Eng,6,S3,50,23,47.0,1.81,1.7,35,40,37.5,31,51,26,30.0,22,26,Needs constant monitoring,Warning,Not Started,Irregular attendance and extremely poor focus in class.,Shy and inactive,30.75,Poor
S-11884,REG-2026-2884,M,25,BS Data Science,4,S3,50,45,90.0,3.7,3.71,81,85,83.0,87,95,80,92.0,81,89,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,86.2,Excellent
S-11885,REG-2026-2885,F,19,BS AI,2,S2,50,34,69.0,3.06,2.9,76,57,66.5,70,67,59,70.0,56,69,Needs some guidance,Good,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,64.05,Average
S-11886,REG-2026-2886,F,25,BS AI,7,S2,50,41,83.0,2.58,2.64,57,70,63.5,64,69,78,61.0,60,62,Occasional studier,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,65.7,Good
S-11887,REG-2026-2887,F,21,BS Info Tech,4,S2,50,34,69.0,3.15,3.06,66,59,62.5,67,70,68,61.0,75,56,Last-minute crammer,Warning,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,66.8,Good
S-11888,REG-2026-2888,F,20,BS Info Tech,6,S1,50,39,79.0,2.79,2.99,63,74,68.5,77,77,66,74.0,60,72,Occasional studier,Good,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,69.25,Good
S-11889,REG-2026-2889,F,20,BS Computer Science,5,S1,50,43,87.0,3.89,3.81,95,98,96.5,95,83,90,83.0,84,88,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,86.95,Excellent
S-11890,REG-2026-2890,F,20,BS Info Tech,5,S3,50,37,74.0,2.68,2.85,61,60,60.5,70,67,78,71.0,66,59,Last-minute crammer,Good,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,68.25,Good
S-11891,REG-2026-2891,M,24,BS Software Eng,2,S3,50,35,70.0,3.22,3.14,73,72,72.5,66,61,70,57.0,70,71,Needs some guidance,Good,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,66.65,Good
S-11892,REG-2026-2892,F,23,BS Data Science,7,S1,50,36,72.0,2.54,2.24,69,70,69.5,70,74,76,76.0,72,69,Last-minute crammer,Good,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,72.95,Good
S-11893,REG-2026-2893,M,23,BS Info Tech,2,S2,50,43,72.69,3.85,3.56,99,89,94.0,86,85,95,88.0,87,92,Highly focused,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,89.35,Excellent
S-11894,REG-2026-2894,M,23,BS AI,7,S2,50,37,75.0,2.74,2.75,78,66,72.0,68,73,72,55.0,73,71,Last-minute crammer,Good,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,68.8,Good
S-11895,REG-2026-2895,F,24,BS Data Science,7,S2,50,37,75.0,3.0,2.86,66,59,62.5,66,73,68,59.0,70,66,Needs some guidance,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,66.7,Good
S-11896,REG-2026-2896,M,22,BS Software Eng,7,S3,50,21,42.0,1.37,1.14,23,52,37.5,26,25,42,31.0,39,52,Rarely studies,Probation,Not Started,Irregular attendance and extremely poor focus in class.,Shy and inactive,37.1,Poor
S-11897,REG-2026-2897,F,24,BS Info Tech,2,S3,50,40,81.0,3.09,3.19,61,57,59.0,62,70,67,75.0,58,77,Last-minute crammer,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,67.3,Good
S-11898,REG-2026-2898,F,24,BS AI,8,S2,50,41,83.0,2.65,2.65,76,72,74.0,73,76,77,77.0,62,71,Needs some guidance,Good,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,72.35,Good
S-11899,REG-2026-2899,F,25,BS AI,3,S3,50,37,75.0,3.08,3.1,77,77,77.0,55,59,67,65.0,68,60,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,66.15,Good
S-11900,REG-2026-2900,M,22,BS Computer Science,8,S3,50,25,51.0,2.27,2.35,25,43,34.0,20,27,44,51.0,41,41,Needs constant monitoring,Probation,Not Started,Lacks fundamental understanding of the subject matter.,Struggles to participate,40.8,Poor
S-11901,REG-2026-2901,F,24,BS Info Tech,3,S3,50,20,41.0,1.92,2.03,34,25,29.5,33,53,45,25.0,50,46,Rarely studies,Warning,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,40.8,Poor
S-11902,REG-2026-2902,F,22,BS Software Eng,3,S2,50,48,97.0,3.85,3.6,89,83,86.0,89,88,80,99.0,90,84,Highly focused,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,89.4,Excellent
S-11903,REG-2026-2903,F,23,BS Data Science,1,S2,50,39,79.0,3.42,3.26,75,73,74.0,69,60,59,62.0,72,67,Needs some guidance,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,66.75,Good
S-11904,REG-2026-2904,M,20,BS Software Eng,6,S2,50,25,50.0,2.0,2.23,43,44,43.5,21,45,27,48.0,53,39,Needs constant monitoring,Probation,Not Started,Irregular attendance and extremely poor focus in class.,No interest,43.2,Poor
S-11905,REG-2026-2905,F,24,BS Software Eng,4,S3,50,46,92.0,3.61,3.38,81,80,80.5,85,92,84,93.0,83,93,Highly focused,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,87.35,Excellent
S-11906,REG-2026-2906,M,20,BS Computer Science,4,S2,50,21,43.0,1.44,1.63,38,23,30.5,22,43,42,37.0,47,25,Needs constant monitoring,Warning,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,38.55,Poor
S-11907,REG-2026-2907,F,21,BS Data Science,7,S1,50,47,94.0,3.95,3.67,96,92,94.0,87,83,98,97.0,99,83,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,93.9,Excellent
S-11908,REG-2026-2908,M,19,BS Software Eng,6,S1,50,34,68.0,3.27,2.98,63,76,69.5,71,56,59,59.0,61,56,Occasional studier,Warning,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,61.0,Average
S-11909,REG-2026-2909,M,20,BS Info Tech,1,S1,50,19,38.0,1.31,1.36,26,37,31.5,39,46,39,52.0,48,36,Rarely studies,Probation,Not Started,Lacks fundamental understanding of the subject matter.,No interest,43.45,Poor
S-11910,REG-2026-2910,M,20,BS AI,4,S2,50,41,82.0,2.8,2.55,56,59,57.5,65,61,62,78.0,73,63,Last-minute crammer,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,68.65,Good
S-11911,REG-2026-2911,M,20,BS AI,1,S3,50,33,67.0,3.11,3.31,55,61,58.0,62,65,73,58.0,58,57,Occasional studier,Warning,Not Started,"Participates occasionally, can definitely do better.",Participates occasionally,61.5,Average
S-11912,REG-2026-2912,F,19,BS AI,6,S3,50,37,74.0,2.59,2.79,64,57,60.5,70,59,64,57.0,65,69,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,63.3,Average
S-11913,REG-2026-2913,F,25,BS Data Science,8,S2,50,49,98.0,3.94,3.64,81,83,82.0,86,82,92,93.0,95,92,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,90.95,Excellent
S-11914,REG-2026-2914,M,25,BS AI,6,S2,50,18,37.0,1.68,1.9,34,21,27.5,53,35,38,27.0,53,47,Rarely studies,Warning,Not Started,Lacks fundamental understanding of the subject matter.,No interest,39.8,Poor
S-11915,REG-2026-2915,M,22,BS Computer Science,7,S1,50,45,91.0,3.55,3.46,94,84,89.0,85,82,96,81.0,98,88,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,89.8,Excellent
S-11916,REG-2026-2916,M,25,BS Info Tech,6,S1,50,30,61.0,1.63,1.84,38,52,45.0,23,30,30,42.0,52,31,Needs constant monitoring,Probation,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,40.7,Poor
S-11917,REG-2026-2917,F,20,BS Computer Science,7,S3,50,49,99.0,3.92,3.99,85,93,89.0,98,89,90,97.0,91,84,Very consistent,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,91.7,Excellent
S-11918,REG-2026-2918,F,24,BS Data Science,5,S1,50,19,38.0,2.1,2.23,35,40,37.5,31,24,27,32.0,38,36,Last-minute crammer,Probation,Not Started,Frequently misses deadlines and lacks motivation.,No interest,33.15,Poor
S-11919,REG-2026-2919,M,22,BS AI,4,S1,50,44,72.69,3.98,3.9,83,81,82.0,89,83,95,85.0,91,94,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,88.75,Excellent
S-11920,REG-2026-2920,F,24,BS Info Tech,1,S2,50,20,41.0,1.46,1.28,27,52,39.5,46,53,47,66.03,25,51,Rarely studies,Probation,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,38.4,Poor
S-11921,REG-2026-2921,M,21,BS Info Tech,6,S2,50,33,67.0,2.75,2.64,55,58,56.5,71,63,73,71.0,71,60,Occasional studier,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,67.75,Good
S-11922,REG-2026-2922,M,20,BS Computer Science,7,S3,50,18,36.0,2.12,2.35,43,21,32.0,43,30,49,52.0,29,52,Rarely studies,Warning,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,40.35,Poor
S-11923,REG-2026-2923,F,18,BS Info Tech,1,S3,50,48,96.0,3.84,3.72,94,87,90.5,97,82,94,93.0,96,86,Highly focused,Excellent,Completed,No feedback provided,Active club president,92.2,Excellent
S-11924,REG-2026-2924,M,21,BS Software Eng,4,S3,50,36,73.0,2.83,3.04,75,58,66.5,70,60,76,70.0,77,68,Needs some guidance,Good,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,71.25,Good
S-11925,REG-2026-2925,F,18,BS AI,6,S1,50,32,65.0,3.3,3.08,59,75,67.0,65,78,63,56.0,70,76,Needs some guidance,Good,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,66.75,Good
S-11926,REG-2026-2926,M,25,BS Software Eng,2,S2,50,16,72.69,1.43,1.49,31,27,29.0,43,35,48,24.0,31,49,Needs constant monitoring,Warning,Not Started,Irregular attendance and extremely poor focus in class.,Shy and inactive,34.85,Poor
S-11927,REG-2026-2927,M,18,BS Info Tech,7,S2,50,49,98.0,3.87,3.63,82,92,87.0,83,93,89,92.0,85,83,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,88.35,Excellent
S-11928,REG-2026-2928,F,23,BS Computer Science,6,S1,50,40,80.0,3.39,3.44,68,69,68.5,75,64,56,64.0,55,61,Occasional studier,Good,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,62.05,Average
S-11929,REG-2026-2929,M,24,BS Computer Science,3,S3,50,41,83.0,2.65,2.47,58,65,61.5,64,62,69,62.0,67,60,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,65.2,Good
S-11930,REG-2026-2930,M,23,BS Info Tech,8,S2,50,43,87.0,3.8,3.85,83,88,85.5,86,84,85,96.0,92,93,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,89.85,Excellent
S-11931,REG-2026-2931,M,25,BS Data Science,5,S3,50,40,81.0,2.87,2.87,59,76,67.5,76,59,59,64.0,56,58,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,61.95,Average
S-11932,REG-2026-2932,M,19,BS Info Tech,6,S2,50,44,88.0,3.94,3.73,97,85,91.0,89,93,91,80.0,94,81,Regular studier,Excellent,Completed,No feedback provided,Shows leadership in sports,88.5,Excellent
S-11933,REG-2026-2933,M,19,BS Software Eng,3,S3,50,47,94.0,3.77,3.62,81,86,83.5,84,93,81,83.0,97,98,Highly focused,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,89.35,Excellent
